"State","County","Collection Date","Date Detected","HPAI Strain","Bird Species","WOAH Classification","Sampling Method","Submitting Agency"
"South Carolina","Horry","02/06/2024","02/29/2024","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Washington","Clark","02/02/2023","02/29/2024","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","SCWDS/USFWS-National Eagle Repository"
"Wisconsin","Shawano","05/31/2023","02/29/2024","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","SCWDS/USFWS-National Eagle Repository"
"New Jersey","Cumberland","01/21/2023","02/29/2024","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","SCWDS/USFWS-National Eagle Repository"
"Maryland","Worcester","02/23/2023","02/29/2024","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","SCWDS/USFWS-National Eagle Repository"
"Delaware","Kent","10/09/2023","02/29/2024","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","SCWDS/USFWS-National Eagle Repository"
"New York","Onondaga","02/19/2024","02/23/2024","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","NY DEC"
"Florida","Orange","02/20/2024","02/23/2024","EA H5N1","Black swan","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"California","Merced","01/08/2024","02/21/2024","EA H5N1","Cattle egret","Wild bird","Agency harvest","NWDP"
"Maine","Penobscot","02/01/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Somerset","02/06/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Virginia","Powhatan","02/06/2024","02/21/2024","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Virginia","Powhatan","02/06/2024","02/21/2024","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"New York","Livingston","02/07/2024","02/21/2024","EA H5N1","Peregrine falcon","Wild bird","Morbidity/Mortality","NY DEC"
"Pennsylvania","Wyoming","02/01/2024","02/21/2024","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","PA Game Commission"
"Maine","Androscoggin","02/01/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/01/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/01/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/01/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/01/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/01/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/01/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/01/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/02/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/02/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/02/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/02/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/02/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/02/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/02/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/02/2024","02/21/2024","EA H5","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/02/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Ruddy duck","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA/AM H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA/AM H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA/AM H5N1","Cinnamon teal","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Cinnamon teal","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Cinnamon teal","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1 mixed","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA/AM H5N1","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Northern pintail","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Northern pintail","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Northern pintail","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Northern pintail","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA/AM H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA/AM H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5 mixed","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"California","Yolo","10/22/2023","02/21/2024","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"Maine","Kennebec","01/31/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/29/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/29/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/01/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/01/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","02/01/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Massachusetts","Hampden","02/02/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Massachusetts","Hampden","02/02/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Massachusetts","Hampden","02/02/2024","02/21/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"North Carolina","Pamlico","01/30/2024","02/21/2024","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/30/2024","02/21/2024","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Sullivan","02/02/2024","02/16/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Mississippi","Grenada","02/05/2024","02/16/2024","EA H5N1","Wood duck","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Grenada","02/05/2024","02/16/2024","EA H5N1","Wood duck","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Grenada","02/05/2024","02/16/2024","EA H5N1","Wood duck","Wild bird","Morbidity/Mortality","NWDP"
"Alabama","Jackson","01/23/2024","02/16/2024","EA H5N1","Lesser scaup","Wild bird","Hunter harvest","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/31/2024","02/15/2024","EA H5N1","Mallard/Black duck hybrid","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/30/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/30/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/30/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/30/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/30/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/30/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/30/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/30/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/30/2024","02/15/2024","EA H5","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/30/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/30/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Maine","Androscoggin","01/30/2024","02/15/2024","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Massachusetts","Worcester","01/24/2024","02/13/2024","EA H5","Wood duck","Wild bird","Hunter harvest","NWDP"
"Washington","Grant","01/29/2024","02/13/2024","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Washington","Grant","01/29/2024","02/13/2024","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Washington","Grant","01/29/2024","02/13/2024","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Washington","Grant","01/29/2024","02/13/2024","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Washington","Grant","01/29/2024","02/13/2024","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Washington","Grant","01/29/2024","02/13/2024","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Washington","Grant","01/29/2024","02/13/2024","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Washington","Grant","01/29/2024","02/13/2024","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Washington","Grant","01/29/2024","02/13/2024","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Washington","Grant","01/29/2024","02/13/2024","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Washington","Grant","01/29/2024","02/13/2024","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
